base_roberta_neg,base_roberta_neu,base_roberta_pos
0.015031212940812111,0.21550941467285156,0.7694594264030457
0.5190048813819885,0.43976274132728577,0.04123237356543541
0.7218970656394958,0.2564374506473541,0.021665401756763458
0.9496938586235046,0.045108214020729065,0.005197958089411259
0.9087106585502625,0.08344867080450058,0.007840652950108051
0.13524192571640015,0.4710415303707123,0.39371660351753235
0.5082411170005798,0.427730530500412,0.06402832269668579
0.019710905849933624,0.22040320932865143,0.759885847568512
0.027489472180604935,0.23249495029449463,0.7400155663490295
0.007583328988403082,0.1714843213558197,0.8209322690963745
0.3659408986568451,0.5028814673423767,0.131177619099617
0.06302474439144135,0.4481346309185028,0.48884063959121704
0.31495001912117004,0.49013033509254456,0.19491972029209137
0.014936966821551323,0.13061293959617615,0.8544500470161438
0.4458116888999939,0.504610538482666,0.0495777502655983
0.2038835883140564,0.5945185422897339,0.20159779489040375
0.5906423330307007,0.34257909655570984,0.0667785257101059
0.12494993954896927,0.4485331177711487,0.42651692032814026
0.25330954790115356,0.49215829372406006,0.2545321583747864
0.5569132566452026,0.37453609704971313,0.06855075806379318
0.24162650108337402,0.6974380016326904,0.06093548238277435
0.012041713111102581,0.293055921792984,0.6949023604393005
0.008852140977978706,0.11031439155340195,0.8808335065841675
0.23175236582756042,0.38424596190452576,0.3840016722679138
0.076962910592556,0.38261714577674866,0.5404199957847595
0.0496138297021389,0.3196830749511719,0.6307030916213989
0.019349446520209312,0.19568726420402527,0.7849632501602173
0.008316501043736935,0.04344676807522774,0.9482367038726807
0.2877825200557709,0.48321062326431274,0.22900691628456116
0.5123517513275146,0.46188515424728394,0.025763044133782387
0.2344973385334015,0.5731170177459717,0.19238567352294922
0.8228081464767456,0.16094331443309784,0.016248628497123718
0.5551836490631104,0.37668463587760925,0.0681317076086998
0.4045392572879791,0.4720132350921631,0.123447485268116
0.006412981078028679,0.06935729831457138,0.9242296814918518
0.5716942548751831,0.3985060751438141,0.02979961782693863
0.7430860996246338,0.2413368970155716,0.01557703036814928
0.3473581075668335,0.5267503261566162,0.1258915513753891
0.003037397749722004,0.05519954487681389,0.9417629837989807
0.023759303614497185,0.41702204942703247,0.55921870470047
0.45235878229141235,0.47969216108322144,0.06794903427362442
0.2877281904220581,0.5945790410041809,0.11769275367259979
0.11014644056558609,0.4911193251609802,0.39873427152633667
0.0064052375964820385,0.05430271103978157,0.9392920732498169
0.008197987452149391,0.06747889518737793,0.9243231415748596
0.9366415739059448,0.05666245147585869,0.006695882882922888
0.12040895968675613,0.44455599784851074,0.4350350499153137
0.2833671569824219,0.40689799189567566,0.30973488092422485
0.4902288019657135,0.4365692436695099,0.07320199906826019
0.7953416705131531,0.18324200809001923,0.021416286006569862
0.9220364093780518,0.07078671455383301,0.007176951039582491
0.043297071009874344,0.36328092217445374,0.593421995639801
0.006707239430397749,0.07978588342666626,0.9135069251060486
0.19799259305000305,0.32372725009918213,0.47828009724617004
0.02658732421696186,0.2515623867511749,0.7218503355979919
0.9083738327026367,0.08377732336521149,0.007848787121474743
0.06915777921676636,0.7846555113792419,0.1461867243051529
0.6703687310218811,0.3103366792201996,0.019294608384370804
0.19829876720905304,0.5690336227416992,0.2326677143573761
0.7439475059509277,0.23523078858852386,0.02082165703177452
0.22706176340579987,0.5380579233169556,0.23488034307956696
0.24680763483047485,0.5662959218025208,0.18689651787281036
0.9055505990982056,0.08304447680711746,0.011404898017644882
0.6717832684516907,0.29808735847473145,0.03012942336499691
0.0073360418900847435,0.09582988917827606,0.8968340158462524
0.007207539863884449,0.106324203312397,0.886468231678009
0.8325249552726746,0.15301945805549622,0.014455611817538738
0.012803190387785435,0.20613230764865875,0.781064510345459
0.008427022024989128,0.10865592211484909,0.882917046546936
0.21751293540000916,0.6939435601234436,0.08854353427886963
0.4720011055469513,0.48417529463768005,0.04382359981536865
0.1168532595038414,0.5004200339317322,0.38272663950920105
0.003890163265168667,0.0802786722779274,0.9158312082290649
0.010884284973144531,0.08495137095451355,0.9041643142700195
0.8926582932472229,0.09933102130889893,0.008010685443878174
0.20387814939022064,0.5864047408103943,0.2097170203924179
0.012868187390267849,0.10817257314920425,0.8789592981338501
0.7909418344497681,0.19657617807388306,0.012481994926929474
0.39579635858535767,0.45434680581092834,0.14985688030719757
0.12402262538671494,0.7679109573364258,0.1080663651227951
0.39902567863464355,0.4781525433063507,0.12282173335552216
0.1843327432870865,0.48747238516807556,0.32819485664367676
0.052856989204883575,0.7620391249656677,0.18510395288467407
0.4812164902687073,0.39462289214134216,0.12416061758995056
0.41130951046943665,0.39889922738075256,0.18979129195213318
0.019756712019443512,0.23320746421813965,0.747035801410675
0.009882191196084023,0.2569708228111267,0.7331470251083374
0.9034594893455505,0.0898330956697464,0.006707418709993362
0.4884412884712219,0.45342835783958435,0.05813034623861313
0.6182286739349365,0.33542171120643616,0.046349573880434036
0.5363891124725342,0.3405318558216095,0.12307903170585632
0.8544014096260071,0.1346917301416397,0.010906865820288658
0.6996113657951355,0.2785576581954956,0.0218309685587883
0.14266672730445862,0.5375985503196716,0.3197347819805145
0.922639787197113,0.07048559188842773,0.006874685175716877
0.15894964337348938,0.2773906886577606,0.56365966796875
0.018648836761713028,0.22243736684322357,0.7589138150215149
0.19704540073871613,0.5516238212585449,0.25133079290390015
0.013001403771340847,0.18023326992988586,0.8067653179168701
0.01369616761803627,0.15458640456199646,0.8317174315452576
0.25006669759750366,0.4567202925682068,0.29321300983428955
0.8761310577392578,0.11305206269025803,0.01081679854542017
0.8020241260528564,0.18221396207809448,0.015761900693178177
0.4778222441673279,0.4176206886768341,0.1045570820569992
0.01096195075660944,0.18448983132839203,0.8045482635498047
0.23124992847442627,0.4412578344345093,0.32749223709106445
0.4889778792858124,0.4038163423538208,0.1072058230638504
0.926271378993988,0.0672345757484436,0.006494075059890747
0.824813723564148,0.15000198781490326,0.02518431469798088
0.4345570504665375,0.4596552848815918,0.1057877168059349
0.021775413304567337,0.2064339816570282,0.7717905640602112
0.10727190971374512,0.6376182436943054,0.2551097869873047
0.5478041172027588,0.368257611989975,0.08393830806016922
0.6135979294776917,0.3247230350971222,0.06167899817228317
0.9496254920959473,0.04588955268263817,0.004484972916543484
0.8706974983215332,0.11892107874155045,0.010381375439465046
0.5887583494186401,0.37363407015800476,0.037607546895742416
0.15452581644058228,0.7694829702377319,0.0759912058711052
0.6710266470909119,0.3060336112976074,0.022939743474125862
0.6806210279464722,0.2889746427536011,0.03040432371199131
0.09057500958442688,0.20749659836292267,0.7019283175468445
0.44787395000457764,0.46527841687202454,0.08684765547513962
0.013203040696680546,0.28107720613479614,0.7057197093963623
0.34776777029037476,0.47407326102256775,0.1781589388847351
0.6414785981178284,0.3250144422054291,0.033506933599710464
0.19641542434692383,0.46663790941238403,0.33694660663604736
0.5116324424743652,0.4300665557384491,0.05830102413892746
0.7512078881263733,0.23216529190540314,0.01662677712738514
0.9203338027000427,0.07481080293655396,0.0048554036766290665
0.1799820512533188,0.541814386844635,0.278203547000885
0.023141125217080116,0.19449837505817413,0.7823604941368103
0.0047237160615623,0.09286303073167801,0.9024132490158081
0.2452462613582611,0.5544779896736145,0.20027577877044678
0.005185389891266823,0.024050679057836533,0.9707639217376709
0.9209872484207153,0.07332359999418259,0.005689113866537809
0.6787131428718567,0.2668512761592865,0.05443563684821129
0.0910000428557396,0.4206291139125824,0.48837077617645264
0.03198825940489769,0.29105374217033386,0.6769580245018005
0.03895532712340355,0.3295890688896179,0.6314556002616882
0.013064187951385975,0.14474771916866302,0.8421881198883057
0.023648928850889206,0.1402878761291504,0.8360631465911865
0.5298072099685669,0.4244288206100464,0.04576396942138672
0.5336808562278748,0.42674553394317627,0.03957362845540047
0.63165283203125,0.3330792784690857,0.035267867147922516
0.1380496323108673,0.5514681935310364,0.3104822337627411
0.9455159306526184,0.04896550253033638,0.005518644116818905
0.003917738329619169,0.0277955811470747,0.9682866334915161
0.022990098223090172,0.29711589217185974,0.679893970489502
0.8221867084503174,0.1533721685409546,0.024441173300147057
0.27683717012405396,0.5985472798347473,0.12461558729410172
0.5792335271835327,0.35834982991218567,0.06241660937666893
0.003051350824534893,0.026551390066742897,0.9703972935676575
0.014769552275538445,0.23995815217494965,0.7452723383903503
0.16064412891864777,0.5320577621459961,0.3072981536388397
0.8816888332366943,0.10420866310596466,0.014102494344115257
0.8763543963432312,0.11765048652887344,0.005995100364089012
0.08099145442247391,0.29974350333213806,0.6192650198936462
0.0268606748431921,0.42089715600013733,0.5522421598434448
0.0018706729169934988,0.03330724686384201,0.9648221135139465
0.01912372186779976,0.25369033217430115,0.7271859645843506
0.021230151876807213,0.18522311747074127,0.793546736240387
0.10455112904310226,0.43634364008903503,0.4591052234172821
0.9338604807853699,0.058883488178253174,0.007255990523844957
0.024809418246150017,0.2054721564054489,0.7697184085845947
0.45884469151496887,0.39490368962287903,0.14625154435634613
0.1508781909942627,0.6139948964118958,0.23512695729732513
0.010520055890083313,0.06954523175954819,0.9199347496032715
0.015418552793562412,0.14818817377090454,0.8363932967185974
0.4848845303058624,0.42971059679985046,0.0854049101471901
0.014576997607946396,0.14120760560035706,0.8442153930664062
0.2766833007335663,0.5645577907562256,0.15875890851020813
0.006297670770436525,0.05003347247838974,0.943668782711029
0.0038204570300877094,0.027555743232369423,0.9686238765716553
0.6057265400886536,0.36429014801979065,0.029983285814523697
0.5578694939613342,0.40487369894981384,0.037256740033626556
0.5029248595237732,0.4641851782798767,0.03288997337222099
0.3092697858810425,0.48664745688438416,0.20408275723457336
0.17154757678508759,0.5556333661079407,0.27281907200813293
0.07547038793563843,0.44311654567718506,0.4814130961894989
0.22634540498256683,0.5172496438026428,0.25640493631362915
0.877773106098175,0.11058589071035385,0.011641041375696659
0.7982651591300964,0.16793780028820038,0.03379705548286438
0.6933078169822693,0.2704503834247589,0.03624176234006882
0.0027060245629400015,0.05353140830993652,0.9437625408172607
0.6813178658485413,0.27242928743362427,0.046252861618995667
0.8368923664093018,0.14904911816120148,0.01405852660536766
0.5033832788467407,0.4188584089279175,0.0777583196759224
0.37862440943717957,0.5641728043556213,0.0572027862071991
0.5860891342163086,0.33676210045814514,0.07714881002902985
0.05875664949417114,0.34039124846458435,0.6008521318435669
0.6450427174568176,0.31375259160995483,0.04120470955967903
0.35481327772140503,0.5736775994300842,0.07150910794734955
0.42448699474334717,0.49865084886550903,0.07686212658882141
0.21696722507476807,0.5741892457008362,0.20884352922439575
0.33181869983673096,0.5809023976325989,0.08727885037660599
0.49326854944229126,0.43572449684143066,0.0710069090127945
0.6291292905807495,0.3537735044956207,0.017097249627113342
0.9479034543037415,0.046281225979328156,0.00581535417586565
0.9094672203063965,0.0817541629076004,0.008778615854680538
0.06179274991154671,0.47418490052223206,0.4640222489833832
0.4121144115924835,0.4564679265022278,0.13141769170761108
0.7747217416763306,0.20045553147792816,0.024822749197483063
0.012561924755573273,0.13648882508277893,0.850949227809906
0.20736075937747955,0.563934862613678,0.22870436310768127
0.011194119229912758,0.10132008790969849,0.8874858021736145
0.6200786232948303,0.3340398669242859,0.045881617814302444
0.839718759059906,0.15010616183280945,0.01017514243721962
0.06051676347851753,0.35414907336235046,0.5853341817855835
0.03125553950667381,0.37647420167922974,0.5922701954841614
0.014698149636387825,0.23030415177345276,0.7549977898597717
0.6983217000961304,0.27231115102767944,0.029367169365286827
0.6082749366760254,0.36669349670410156,0.025031644850969315
0.02270270325243473,0.2806040942668915,0.6966931819915771
0.0656762570142746,0.653001606464386,0.281322181224823
0.6247900724411011,0.339335173368454,0.035874687135219574
0.30646368861198425,0.43474751710891724,0.2587887942790985
0.03847090154886246,0.5131354928016663,0.4483935832977295
0.5650315880775452,0.39595702290534973,0.039011407643556595
0.07466388493776321,0.26725950837135315,0.6580766439437866
0.9143204092979431,0.07822849601507187,0.007451165467500687
0.0023815820459276438,0.03965405002236366,0.957964301109314
0.4155452251434326,0.525177001953125,0.05927777290344238
0.8159158825874329,0.16946494579315186,0.014619214460253716
0.006280301604419947,0.17587292194366455,0.8178467750549316
0.021276120096445084,0.31598520278930664,0.6627387404441833
0.267627090215683,0.6693107485771179,0.0630621463060379
0.4434829354286194,0.4911978542804718,0.0653192400932312
0.033708877861499786,0.25048860907554626,0.7158025503158569
0.8429770469665527,0.13957904279232025,0.017443833872675896
0.5266344547271729,0.3839825987815857,0.08938292413949966
0.9405025243759155,0.052955448627471924,0.0065420204773545265
0.028841620311141014,0.2830908000469208,0.688067615032196
0.005450285039842129,0.08248177170753479,0.9120679497718811
0.2758543789386749,0.5513112545013428,0.1728343367576599
0.17949634790420532,0.4888792037963867,0.3316243886947632
0.6968069076538086,0.28580984473228455,0.017383255064487457
0.0028279570396989584,0.04711822420358658,0.950053870677948
0.42946672439575195,0.44406846165657043,0.12646473944187164
0.23185302317142487,0.5126146674156189,0.2555323541164398
0.9342498779296875,0.05774177983403206,0.008008338510990143
0.47808611392974854,0.4339258372783661,0.08798808604478836
0.0028329009655863047,0.017630456015467644,0.9795366525650024
0.6166160106658936,0.32596132159233093,0.05742274224758148
0.8526336550712585,0.13837644457817078,0.008989907801151276
0.004747786093503237,0.03144775331020355,0.9638044834136963
0.12577751278877258,0.5001644492149353,0.3740580677986145
0.7532126307487488,0.21874041855335236,0.028046974912285805
0.010660020634531975,0.10132172703742981,0.8880183100700378
0.6410255432128906,0.3245426416397095,0.03443174436688423
0.02586151286959648,0.19520746171474457,0.7789310216903687
0.6090381145477295,0.31228408217430115,0.07867787778377533
0.0751422792673111,0.8125222325325012,0.11233548820018768
0.006260975729674101,0.12434308975934982,0.869395911693573
0.0334257148206234,0.210037499666214,0.7565367221832275
0.09809308499097824,0.3720584809780121,0.5298484563827515
0.09896115958690643,0.5796902179718018,0.3213485777378082
0.6688598990440369,0.3075031042098999,0.02363703027367592
0.8194999694824219,0.1636265516281128,0.016873568296432495
0.18163971602916718,0.49318480491638184,0.32517555356025696
0.6006642580032349,0.34711968898773193,0.05221608653664589
0.01987345702946186,0.27784496545791626,0.702281653881073
0.9036025404930115,0.08503793179988861,0.011359522119164467
0.024642404168844223,0.3760763704776764,0.5992812514305115
0.004029650241136551,0.04171812906861305,0.9542522430419922
0.6167184710502625,0.30766382813453674,0.07561764866113663
0.12994377315044403,0.538176953792572,0.33187928795814514
0.007402721326798201,0.16539403796195984,0.8272032141685486
0.034943871200084686,0.10368740558624268,0.861368715763092
0.7222168445587158,0.25995492935180664,0.017828237265348434
0.017452482134103775,0.19365118443965912,0.7888962626457214
0.06389965116977692,0.38826683163642883,0.5478335022926331
0.007312800269573927,0.6032031178474426,0.38948413729667664
0.6887068152427673,0.2778521478176117,0.03344104811549187
0.34028857946395874,0.6019994020462036,0.05771194025874138
0.9316053986549377,0.06075599044561386,0.0076386816799640656
0.19006530940532684,0.4177667796611786,0.39216795563697815
0.010366762988269329,0.08114771544933319,0.908485472202301
0.19830387830734253,0.4541204869747162,0.34757566452026367
0.030941573902964592,0.35389333963394165,0.615165114402771
0.6853423714637756,0.2952527105808258,0.019404953345656395
0.2021467089653015,0.5277646780014038,0.27008870244026184
0.5354980230331421,0.3720339834690094,0.09246799349784851
0.8617500066757202,0.12579049170017242,0.0124595258384943
0.029566815122961998,0.4727085530757904,0.49772462248802185
0.5812878012657166,0.37738779187202454,0.04132434353232384
0.7953541874885559,0.19251954555511475,0.012126198969781399
0.8492913842201233,0.12970444560050964,0.021004149690270424
0.12288571149110794,0.5487933158874512,0.3283209502696991
0.020744530484080315,0.38523876667022705,0.5940166711807251
0.004562847316265106,0.11650630086660385,0.8789308071136475
0.6045935750007629,0.34808677434921265,0.04731963947415352
0.0034704783465713263,0.058284081518650055,0.9382453560829163
0.003295104019343853,0.035939089953899384,0.9607658386230469
0.7074350118637085,0.2568276524543762,0.03573733568191528
0.09912747144699097,0.5538670420646667,0.3470054864883423
0.012755068019032478,0.08249036967754364,0.9047545194625854
0.13958309590816498,0.3796975910663605,0.48071926832199097
0.5005837678909302,0.4322246015071869,0.06719162315130234
0.2917223870754242,0.5008339881896973,0.20744359493255615
0.37893354892730713,0.4376125931739807,0.18345385789871216
0.03886118158698082,0.482915997505188,0.47822293639183044
0.5947483777999878,0.337318480014801,0.0679330974817276
0.852217972278595,0.13630865514278412,0.011473451741039753
0.01018291525542736,0.14946484565734863,0.8403522372245789
0.3317372500896454,0.584429144859314,0.08383367210626602
0.4482331871986389,0.5179938077926636,0.03377296030521393
0.011297954246401787,0.15767286717891693,0.8310291767120361
0.7615388631820679,0.21208439767360687,0.026376811787486076
0.8568606376647949,0.1302528828382492,0.012886501848697662
0.04650121554732323,0.5654639005661011,0.3880348801612854
0.8017467260360718,0.186285600066185,0.011967729777097702
0.0038538246881216764,0.04475005716085434,0.951396107673645
0.0054434058256447315,0.07790753245353699,0.9166491031646729
0.18911436200141907,0.4739367365837097,0.336948961019516
0.010151834227144718,0.13796231150627136,0.8518858551979065
0.8341394662857056,0.15118636190891266,0.014674101024866104
0.0037187060806900263,0.0764349028468132,0.9198463559150696
0.5269355773925781,0.4032810926437378,0.06978335976600647
0.06613478064537048,0.495120108127594,0.4387451410293579
0.28372517228126526,0.6468802690505981,0.0693945586681366
0.32070791721343994,0.4920932352542877,0.18719890713691711
0.013244975358247757,0.14837446808815002,0.8383805751800537
0.012503018602728844,0.10970956087112427,0.8777874112129211
0.6942991614341736,0.27626752853393555,0.029433317482471466
0.5724756121635437,0.4016767740249634,0.025847597047686577
0.1275951862335205,0.4591856300830841,0.413219153881073
0.07966933399438858,0.5222435593605042,0.3980870842933655
0.06593324989080429,0.7171881794929504,0.21687854826450348
0.8275710940361023,0.16057004034519196,0.011858897283673286
0.8612615466117859,0.11797452718019485,0.020763905718922615
0.01477078441530466,0.2824968993663788,0.702732264995575
0.6336802840232849,0.31792929768562317,0.04839048534631729
0.08295269310474396,0.4050641655921936,0.5119832158088684
0.002990101929754019,0.03129686042666435,0.9657130241394043
0.3213481605052948,0.4361848831176758,0.2424669712781906
0.058137524873018265,0.6247940063476562,0.3170684278011322
0.34271079301834106,0.4993135333061218,0.1579756885766983
0.36580920219421387,0.5100747346878052,0.12411604076623917
0.4825517237186432,0.44963306188583374,0.06781520694494247
0.0064626531675457954,0.05931293964385986,0.9342243671417236
0.8928959369659424,0.09793365746736526,0.009170512668788433
0.3411855101585388,0.6044972538948059,0.05431731790304184
0.29259711503982544,0.5976219773292542,0.10978090018033981
0.6775557398796082,0.2823163866996765,0.040127869695425034
0.013913956470787525,0.4962958097457886,0.48979029059410095
0.1816917508840561,0.4428960084915161,0.375412255525589
0.021156171336770058,0.1932550072669983,0.7855887413024902
0.016656018793582916,0.3549308180809021,0.6284131407737732
0.025786124169826508,0.21838805079460144,0.7558258771896362
0.0069032097235322,0.5451863408088684,0.4479104280471802
0.6983001828193665,0.27815157175064087,0.02354830875992775
0.2776557505130768,0.430378794670105,0.2919653654098511
0.5799319744110107,0.35695695877075195,0.06311109662055969
0.1378539353609085,0.6642274260520935,0.1979185789823532
0.5128748416900635,0.36366692185401917,0.123458132147789
0.01296093687415123,0.46766969561576843,0.5193693041801453
0.033392924815416336,0.1813713014125824,0.7852357625961304
0.5273033976554871,0.34554940462112427,0.1271471381187439
0.12746751308441162,0.5906028747558594,0.281929612159729
0.26202791929244995,0.5418755412101746,0.1960965394973755
0.6174054145812988,0.35077688097953796,0.031817805022001266
0.8738933205604553,0.11249250918626785,0.01361415721476078
0.5667574405670166,0.3909207880496979,0.04232177138328552
0.8881757855415344,0.10232145339250565,0.009502771310508251
0.5974215865135193,0.35238513350486755,0.05019330605864525
0.9610484838485718,0.033070582896471024,0.00588085874915123
0.649961531162262,0.3096841871738434,0.040354304015636444
0.10512307286262512,0.665619432926178,0.22925744950771332
0.015325532294809818,0.1334654688835144,0.8512090444564819
0.05641451105475426,0.26480230689048767,0.6787831783294678
0.010891975834965706,0.561196506023407,0.4279114902019501
0.6697827577590942,0.3059350550174713,0.024282190948724747
0.4506840705871582,0.3879006505012512,0.16141526401042938
0.06080418452620506,0.4699648916721344,0.4692310094833374
0.03145167604088783,0.23517157137393951,0.7333767414093018
0.49030444025993347,0.47249725461006165,0.037198349833488464
0.020611580461263657,0.20348626375198364,0.7759021520614624
0.2594049274921417,0.44943469762802124,0.29116037487983704
0.02642718143761158,0.20281320810317993,0.7707595825195312
0.9298546314239502,0.06408010423183441,0.0060653709806501865
0.08420546352863312,0.5504696369171143,0.3653249740600586
0.01327604427933693,0.43827465176582336,0.5484493374824524
0.6453555226325989,0.31242647767066956,0.04221794754266739
0.2042115330696106,0.48681774735450745,0.30897074937820435
0.6563202142715454,0.312144011259079,0.03153572604060173
0.8800886273384094,0.10949093848466873,0.010420458391308784
0.020198028534650803,0.1447594314813614,0.8350424766540527
0.7360898852348328,0.23765023052692413,0.026259826496243477
0.4802033007144928,0.4128583073616028,0.10693841427564621
0.9316508769989014,0.06082592159509659,0.007523233536630869
0.005277206655591726,0.039873868227005005,0.9548490047454834
0.5836236476898193,0.3375963866710663,0.0787799134850502
0.003099994268268347,0.11289720237255096,0.8840027451515198
0.8260443210601807,0.1549544632434845,0.019001301378011703
0.435934454202652,0.5160176157951355,0.04804800823330879
0.6129202246665955,0.3648534119129181,0.022226285189390182
0.007132651284337044,0.1905316561460495,0.8023357391357422
0.007643444929271936,0.12961828708648682,0.862738311290741
0.015780171379446983,0.3328961431980133,0.6513236165046692
0.011183789931237698,0.1928342580795288,0.7959818840026855
0.3474732041358948,0.5335062146186829,0.11902063339948654
0.2652204632759094,0.5425532460212708,0.19222620129585266
0.06292550265789032,0.3591436743736267,0.5779308080673218
0.005975211970508099,0.0618974044919014,0.9321274161338806
0.4544754922389984,0.44792962074279785,0.09759486466646194
0.5553042888641357,0.41933608055114746,0.025359630584716797
0.540964663028717,0.41152307391166687,0.04751234129071236
0.009656819514930248,0.10640260577201843,0.8839406371116638
0.38127899169921875,0.5693426132202148,0.04937842860817909
0.6532293558120728,0.28958234190940857,0.057188283652067184
0.01381014846265316,0.13047099113464355,0.8557189106941223
0.007178476545959711,0.18965578079223633,0.8031657934188843
0.5326563715934753,0.42471763491630554,0.04262591898441315
0.7304312586784363,0.23431731760501862,0.035251401364803314
0.8240228891372681,0.16058842837810516,0.015388711355626583
0.0024439478293061256,0.02819744683802128,0.9693585634231567
0.02064586617052555,0.22144797444343567,0.7579061985015869
0.004843472503125668,0.041325073689222336,0.9538314342498779
0.24296380579471588,0.5907178521156311,0.16631832718849182
0.9078354239463806,0.08242351561784744,0.009741054847836494
0.7732483744621277,0.2057153880596161,0.02103620395064354
0.5280917882919312,0.3587995171546936,0.11310865730047226
0.5454829335212708,0.3942618668079376,0.0602552630007267
0.592327356338501,0.36605310440063477,0.041619569063186646
0.5907824635505676,0.363762229681015,0.045455362647771835
0.015791865065693855,0.07764379680156708,0.9065644145011902
0.005324584431946278,0.09205622225999832,0.9026191830635071
0.87342768907547,0.11696693301200867,0.009605436585843563
0.5983359813690186,0.3130050301551819,0.08865898102521896
0.004185727331787348,0.10265376418828964,0.8931604623794556
0.6348077654838562,0.3332577645778656,0.03193449229001999
0.4266221225261688,0.44570744037628174,0.12767042219638824
0.324396550655365,0.5190216302871704,0.1565817892551422
0.4865894913673401,0.39796093106269836,0.11544963717460632
0.7199638485908508,0.2522350549697876,0.027801014482975006
0.34086400270462036,0.5099510550498962,0.1491849422454834
0.03402649983763695,0.34389689564704895,0.6220765709877014
0.004384660627692938,0.024344902485609055,0.9712703824043274
0.3726029098033905,0.4026830196380615,0.22471404075622559
0.5461702942848206,0.35443931818008423,0.09939040243625641
0.009670678526163101,0.18865536153316498,0.801673948764801
0.0370199978351593,0.26063013076782227,0.702349841594696
0.03278135508298874,0.3371286690235138,0.6300899982452393
0.6288281083106995,0.3107605576515198,0.060411322861909866
0.28396451473236084,0.44006240367889404,0.2759730815887451
0.0713103637099266,0.35112014412879944,0.5775694847106934
0.5417309999465942,0.40146270394325256,0.05680634826421738
0.34440547227859497,0.5611646175384521,0.0944298803806305
0.9570245146751404,0.038333337754011154,0.004642142914235592
0.9473082423210144,0.04735557362437248,0.005336216650903225
0.7769222855567932,0.20700538158416748,0.016072392463684082
0.004035588353872299,0.03867826238274574,0.9572861790657043
0.8389919996261597,0.15074262022972107,0.010265408083796501
0.007079041562974453,0.19469429552555084,0.7982266545295715
0.5142374038696289,0.38851234316825867,0.09725020080804825
0.41692912578582764,0.5005354881286621,0.08253546804189682
0.003045077668502927,0.03286697342991829,0.9640879034996033
0.003298252820968628,0.01608394831418991,0.9806178212165833
0.6815497279167175,0.27320218086242676,0.04524807259440422
0.9048587679862976,0.08733690530061722,0.007804313208907843
0.5572667121887207,0.4079381227493286,0.03479519113898277
0.18750593066215515,0.5393868088722229,0.2731073796749115
0.7552017569541931,0.21637041866779327,0.02842782996594906
0.09287625551223755,0.38713371753692627,0.5199899673461914
0.1869371384382248,0.6119105219841003,0.20115230977535248
0.0050250873900949955,0.06036262959241867,0.9346122741699219
0.23013505339622498,0.7066324949264526,0.06323248893022537
0.00902282353490591,0.3235071003437042,0.6674700379371643
0.004828040022403002,0.024591773748397827,0.9705801606178284
0.047892097383737564,0.37586167454719543,0.5762462615966797
0.5608048439025879,0.37871795892715454,0.06047717109322548
0.011289764195680618,0.11907508224248886,0.8696351051330566
0.20469878613948822,0.6652313470840454,0.13006989657878876
0.28125056624412537,0.5187029838562012,0.2000463902950287
0.3910749554634094,0.44825273752212524,0.16067227721214294
0.00970964040607214,0.12095415592193604,0.8693362474441528
0.42440304160118103,0.5283625721931458,0.04723440483212471
