
========== NB FEATURE-LEVEL AUDIT ==========
Total unique polarity features: 1153

========== MOST HARMFUL FEATURES ==========
                                        feature         feature_family  applications  corrected  harmed  net_corrections  decisive_cases  correction_precision  mean_margin_change decision
                FEAT_AFTER_CONTRAST_but_careful   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                FEAT_AFTER_CONTRAST_but_compact   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
             FEAT_AFTER_CONTRAST_but_disappoint   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
             FEAT_AFTER_CONTRAST_but_especially   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                   FEAT_AFTER_CONTRAST_but_fine   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                 FEAT_AFTER_CONTRAST_but_inside   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
              FEAT_AFTER_CONTRAST_but_intention   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                   FEAT_AFTER_CONTRAST_but_ipad   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                  FEAT_AFTER_CONTRAST_but_judge   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                   FEAT_AFTER_CONTRAST_but_lens   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                  FEAT_AFTER_CONTRAST_but_maybe   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                  FEAT_AFTER_CONTRAST_but_phone   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
    FEAT_AFTER_CONTRAST_but_ponchoconclusionthe   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                   FEAT_AFTER_CONTRAST_but_room   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                 FEAT_AFTER_CONTRAST_but_tablet   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                   FEAT_AFTER_CONTRAST_but_take   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                   FEAT_AFTER_CONTRAST_but_trip   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                 FEAT_AFTER_CONTRAST_but_wallet   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                FEAT_AFTER_CONTRAST_but_want)it   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                  FEAT_AFTER_CONTRAST_but_water   after_contrast_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                           FEAT_NEG_SCOPE_leave         negation_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                            FEAT_NEG_SCOPE_room         negation_scope             1          0       1               -1               1              0.000000           -0.512860   REVIEW
                 FEAT_AFTER_CONTRAST_but_blower   after_contrast_scope             1          0       1               -1               1              0.000000           -0.490913   REVIEW
                   FEAT_AFTER_CONTRAST_but_sort   after_contrast_scope             1          0       1               -1               1              0.000000           -0.490913   REVIEW
                 FEAT_AFTER_CONTRAST_but_thrill   after_contrast_scope             1          0       1               -1               1              0.000000           -0.490913   REVIEW
                            FEAT_DIMINISHED_get       diminished_scope             1          0       1               -1               1              0.000000           -0.490913   REVIEW
                        FEAT_INTENSIFIED_thrill      intensified_scope             1          0       1               -1               1              0.000000           -0.490913   REVIEW
                            FEAT_NEG_SCOPE_blow         negation_scope             1          0       1               -1               1              0.000000           -0.490913   REVIEW
                           FEAT_NEG_SCOPE_dyson         negation_scope             1          0       1               -1               1              0.000000           -0.490913   REVIEW
                           FEAT_NEG_SCOPE_level         negation_scope             1          0       1               -1               1              0.000000           -0.490913   REVIEW
                   FEAT_AFTER_CONTRAST_but_baby   after_contrast_scope             1          0       1               -1               1              0.000000           -0.484882   REVIEW
                FEAT_AFTER_CONTRAST_but_colicky   after_contrast_scope             1          0       1               -1               1              0.000000           -0.484882   REVIEW
                 FEAT_AFTER_CONTRAST_but_result   after_contrast_scope             1          0       1               -1               1              0.000000           -0.484882   REVIEW
                    FEAT_AFTER_CONTRAST_but_say   after_contrast_scope             1          0       1               -1               1              0.000000           -0.484882   REVIEW
                    FEAT_AFTER_CONTRAST_but_see   after_contrast_scope             1          0       1               -1               1              0.000000           -0.484882   REVIEW
                  FEAT_AFTER_CONTRAST_but_thing   after_contrast_scope             1          0       1               -1               1              0.000000           -0.484882   REVIEW
                    FEAT_AFTER_CONTRAST_but_try   after_contrast_scope             1          0       1               -1               1              0.000000           -0.484882   REVIEW
          FEAT_AFTER_CONCESSION_although_balkan after_concession_scope             1          0       1               -1               1              0.000000           -0.472575   REVIEW
           FEAT_AFTER_CONCESSION_although_ghost after_concession_scope             1          0       1               -1               1              0.000000           -0.472575   REVIEW
                             FEAT_NEG_DEP_ghost    negation_dependency             1          0       1               -1               1              0.000000           -0.472575   REVIEW
                         FEAT_NEG_SCOPE_culture         negation_scope             1          0       1               -1               1              0.000000           -0.472575   REVIEW
                             FEAT_NEG_SCOPE_far         negation_scope             1          0       1               -1               1              0.000000           -0.472575   REVIEW
                            FEAT_NEG_SCOPE_join         negation_scope             1          0       1               -1               1              0.000000           -0.472575   REVIEW
                         FEAT_NEG_SCOPE_morally         negation_scope             1          0       1               -1               1              0.000000           -0.472575   REVIEW
                           FEAT_NEG_SCOPE_occur         negation_scope             1          0       1               -1               1              0.000000           -0.472575   REVIEW
                           FEAT_NEG_SCOPE_wrong         negation_scope             1          0       1               -1               1              0.000000           -0.472575   REVIEW
                      FEAT_PHRASE_not_satisfied                 phrase             1          0       1               -1               1              0.000000           -0.472575   REVIEW
FEAT_AFTER_CONCESSION_even_though_indispensable after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
         FEAT_AFTER_CONCESSION_even_though_life after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
          FEAT_AFTER_CONCESSION_though_addition after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
             FEAT_AFTER_CONCESSION_though_album after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
           FEAT_AFTER_CONCESSION_though_bizarre after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
      FEAT_AFTER_CONCESSION_though_conversation after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
            FEAT_AFTER_CONCESSION_though_couple after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
              FEAT_AFTER_CONCESSION_though_cuse after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
             FEAT_AFTER_CONCESSION_though_damon after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
     FEAT_AFTER_CONCESSION_though_demonstration after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
           FEAT_AFTER_CONCESSION_though_episode after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
            FEAT_AFTER_CONCESSION_though_format after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
            FEAT_AFTER_CONCESSION_though_friend after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
           FEAT_AFTER_CONCESSION_though_griffin after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
        FEAT_AFTER_CONCESSION_though_individual after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
              FEAT_AFTER_CONCESSION_though_ipod after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
         FEAT_AFTER_CONCESSION_though_lindelhof after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
              FEAT_AFTER_CONCESSION_though_lost after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
            FEAT_AFTER_CONCESSION_though_mainly after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
          FEAT_AFTER_CONCESSION_though_merchant after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW
             FEAT_AFTER_CONCESSION_though_movie after_concession_scope             1          0       1               -1               1              0.000000           -0.464266   REVIEW

========== MOST HELPFUL FEATURES ==========
                                feature       feature_family  applications  corrected  harmed  net_corrections  decisive_cases  correction_precision  mean_margin_change decision
        FEAT_AFTER_CONTRAST_but_breadth after_contrast_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
          FEAT_AFTER_CONTRAST_but_depth after_contrast_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
           FEAT_AFTER_CONTRAST_but_fail after_contrast_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
           FEAT_AFTER_CONTRAST_but_food after_contrast_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
      FEAT_AFTER_CONTRAST_but_nutrition after_contrast_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
        FEAT_AFTER_CONTRAST_but_process after_contrast_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
      FEAT_AFTER_CONTRAST_but_sacrifice after_contrast_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
        FEAT_AFTER_CONTRAST_but_satisfy after_contrast_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
           FEAT_AFTER_CONTRAST_but_text after_contrast_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
     FEAT_AFTER_CONTRAST_but_ultimately after_contrast_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
                    FEAT_NEG_SCOPE_time       negation_scope             1          1       0                1               1                   1.0            0.505958   REVIEW
            FEAT_AFTER_CONTRAST_but_bit after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
         FEAT_AFTER_CONTRAST_but_blurry after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
        FEAT_AFTER_CONTRAST_but_digital after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
           FEAT_AFTER_CONTRAST_but_film after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
         FEAT_AFTER_CONTRAST_but_filter after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
         FEAT_AFTER_CONTRAST_but_kicker after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
         FEAT_AFTER_CONTRAST_but_number after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
            FEAT_AFTER_CONTRAST_but_own after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
           FEAT_AFTER_CONTRAST_but_pain after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
          FEAT_AFTER_CONTRAST_but_photo after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
        FEAT_AFTER_CONTRAST_but_picture after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
           FEAT_AFTER_CONTRAST_but_real after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
   FEAT_AFTER_CONTRAST_but_sufficiently after_contrast_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
        FEAT_DIMINISHED_instantaneously     diminished_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
                      FEAT_NEG_DEP_mode  negation_dependency             1          1       0                1               1                   1.0            0.460971   REVIEW
                  FEAT_NEG_SCOPE_appear       negation_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
                     FEAT_NEG_SCOPE_box       negation_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
                  FEAT_NEG_SCOPE_camera       negation_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
                FEAT_NEG_SCOPE_priority       negation_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
                 FEAT_NEG_SCOPE_shutter       negation_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
                   FEAT_NEG_SCOPE_solve       negation_scope             1          1       0                1               1                   1.0            0.460971   REVIEW
        FEAT_AFTER_CONTRAST_but_receive after_contrast_scope             1          1       0                1               1                   1.0            0.456377   REVIEW
         FEAT_AFTER_CONTRAST_yet_inform after_contrast_scope             1          1       0                1               1                   1.0            0.456377   REVIEW
        FEAT_AFTER_CONTRAST_yet_receive after_contrast_scope             1          1       0                1               1                   1.0            0.456377   REVIEW
                 FEAT_NEG_SCOPE_receive       negation_scope             1          1       0                1               1                   1.0            0.456377   REVIEW
                    FEAT_NEG_SCOPE_snug       negation_scope             1          1       0                1               1                   1.0            0.397718   REVIEW
          FEAT_AFTER_CONTRAST_but_cause after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
         FEAT_AFTER_CONTRAST_but_freeze after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
       FEAT_AFTER_CONTRAST_but_freezing after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
          FEAT_AFTER_CONTRAST_but_issue after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
           FEAT_AFTER_CONTRAST_but_late after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
           FEAT_AFTER_CONTRAST_but_melt after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
    FEAT_AFTER_CONTRAST_but_reservation after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
            FEAT_AFTER_CONTRAST_yet_box after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
            FEAT_AFTER_CONTRAST_yet_buy after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
      FEAT_AFTER_CONTRAST_yet_establish after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
          FEAT_AFTER_CONTRAST_yet_extra after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
         FEAT_AFTER_CONTRAST_yet_memory after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
           FEAT_AFTER_CONTRAST_yet_open after_contrast_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
                  FEAT_INTENSIFIED_easy    intensified_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
                     FEAT_NEG_SCOPE_eye       negation_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
             FEAT_NEG_SCOPE_fingerprint       negation_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
                    FEAT_NEG_SCOPE_hard       negation_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
                  FEAT_NEG_SCOPE_magnet       negation_scope             1          1       0                1               1                   1.0            0.384235   REVIEW
      FEAT_AFTER_CONTRAST_however_camus after_contrast_scope             1          1       0                1               1                   1.0            0.374720   REVIEW
FEAT_AFTER_CONTRAST_however_electricity after_contrast_scope             1          1       0                1               1                   1.0            0.374720   REVIEW
       FEAT_AFTER_CONTRAST_however_line after_contrast_scope             1          1       0                1               1                   1.0            0.374720   REVIEW
       FEAT_AFTER_CONTRAST_however_make after_contrast_scope             1          1       0                1               1                   1.0            0.374720   REVIEW
       FEAT_AFTER_CONTRAST_however_sing after_contrast_scope             1          1       0                1               1                   1.0            0.374720   REVIEW
        FEAT_AFTER_CONTRAST_but_problem after_contrast_scope             2          1       0                1               1                   1.0            0.337215   REVIEW
            FEAT_AFTER_CONTRAST_but_arm after_contrast_scope             1          1       0                1               1                   1.0            0.333164   REVIEW
          FEAT_AFTER_CONTRAST_but_break after_contrast_scope             1          1       0                1               1                   1.0            0.333164   REVIEW
                     FEAT_NEG_SCOPE_arm       negation_scope             1          1       0                1               1                   1.0            0.333164   REVIEW
                 FEAT_NEG_SCOPE_problem       negation_scope             3          1       0                1               1                   1.0            0.284332   REVIEW
                  FEAT_INTENSIFIED_look    intensified_scope             1          1       0                1               1                   1.0            0.272140   REVIEW
                 FEAT_INTENSIFIED_tacky    intensified_scope             1          1       0                1               1                   1.0            0.272140   REVIEW
                   FEAT_NEG_SCOPE_dress       negation_scope             1          1       0                1               1                   1.0            0.272140   REVIEW
                    FEAT_NEG_SCOPE_lace       negation_scope             1          1       0                1               1                   1.0            0.272140   REVIEW
                 FEAT_NEG_SCOPE_picture       negation_scope             1          1       0                1               1                   1.0            0.272140   REVIEW
             FEAT_NEG_SCOPE_symmetrical       negation_scope             1          1       0                1               1                   1.0            0.272140   REVIEW
               FEAT_PHRASE_cheaply_made               phrase             1          1       0                1               1                   1.0            0.272140   REVIEW
         FEAT_AFTER_CONTRAST_but_easily after_contrast_scope             2          1       0                1               1                   1.0            0.258409   REVIEW
                      FEAT_NEG_DEP_work  negation_dependency             1          1       0                1               1                   1.0            0.254290   REVIEW
                 FEAT_NEG_SCOPE_physics       negation_scope             1          1       0                1               1                   1.0            0.254290   REVIEW
              FEAT_NEG_SCOPE_publishing       negation_scope             1          1       0                1               1                   1.0            0.254290   REVIEW
             FEAT_NEG_SCOPE_reservation       negation_scope             1          1       0                1               1                   1.0            0.254290   REVIEW
     FEAT_AFTER_CONTRAST_but_annoyingly after_contrast_scope             1          1       0                1               1                   1.0            0.250614   REVIEW
        FEAT_AFTER_CONTRAST_but_overall after_contrast_scope             1          1       0                1               1                   1.0            0.250614   REVIEW
    FEAT_AFTER_CONTRAST_but_substantive after_contrast_scope             1          1       0                1               1                   1.0            0.250614   REVIEW
      FEAT_AFTER_CONTRAST_however_audio after_contrast_scope             1          1       0                1               1                   1.0            0.250614   REVIEW
            FEAT_INTENSIFIED_flattering    intensified_scope             1          1       0                1               1                   1.0            0.245841   REVIEW
            FEAT_AFTER_CONTRAST_but_job after_contrast_scope             1          1       0                1               1                   1.0            0.233006   REVIEW
        FEAT_AFTER_CONTRAST_but_provide after_contrast_scope             2          1       0                1               1                   1.0            0.223262   REVIEW
                    FEAT_NEG_SCOPE_hear       negation_scope             1          1       0                1               1                   1.0            0.217940   REVIEW
               FEAT_NEG_SCOPE_impressed       negation_scope             2          1       0                1               1                   1.0            0.211199   REVIEW
                     FEAT_NEG_SCOPE_see       negation_scope             2          1       0                1               1                   1.0            0.194487   REVIEW
        FEAT_AFTER_CONTRAST_but_reality after_contrast_scope             1          1       0                1               1                   1.0            0.171231   REVIEW
           FEAT_AFTER_CONTRAST_but_sack after_contrast_scope             1          1       0                1               1                   1.0            0.171231   REVIEW
                   FEAT_INTENSIFIED_cut    intensified_scope             1          1       0                1               1                   1.0            0.171231   REVIEW
                   FEAT_INTENSIFIED_low    intensified_scope             1          1       0                1               1                   1.0            0.171231   REVIEW
                  FEAT_INTENSIFIED_slow    intensified_scope             3          1       0                1               1                   1.0            0.164538   REVIEW
          FEAT_AFTER_CONTRAST_but_cable after_contrast_scope             1          1       0                1               1                   1.0            0.162739   REVIEW
          FEAT_AFTER_CONTRAST_but_funky after_contrast_scope             1          1       0                1               1                   1.0            0.162739   REVIEW
        FEAT_AFTER_CONTRAST_but_quality after_contrast_scope             1          1       0                1               1                   1.0            0.162739   REVIEW
                    FEAT_NEG_SCOPE_work       negation_scope             5          1       0                1               1                   1.0            0.151665   REVIEW
          FEAT_AFTER_CONTRAST_but_month after_contrast_scope             3          1       0                1               1                   1.0            0.145119   REVIEW
                    FEAT_NEG_SCOPE_good       negation_scope             4          1       0                1               1                   1.0            0.131275   REVIEW
             FEAT_INTENSIFIED_recommend    intensified_scope             1          1       0                1               1                   1.0            0.130844   REVIEW
                     FEAT_NEG_SCOPE_fit       negation_scope             2          1       0                1               1                   1.0            0.121370   REVIEW

========== BLOCK FEATURES ==========
           feature feature_family  applications  corrected  harmed  net_corrections  decisive_cases  correction_precision  mean_margin_change decision
  FEAT_NEGATOR_not        negator            97         10      22              -12              32                0.3125           -0.063684    BLOCK
FEAT_CAPS_EMPHASIS  caps_emphasis            39          3       5               -2               8                0.3750           -0.054377    BLOCK

========== FEATURE FAMILY SUMMARY ==========
        feature_family  features  applications  corrected  harmed  net_corrections  decisive_cases  correction_precision  mean_margin_change
  after_contrast_scope       634           763         72     186             -114             258              0.279070           -0.065485
        negation_scope       284           395         35      85              -50             120              0.291667           -0.078673
after_concession_scope        63            64          0      32              -32              32              0.000000           -0.226833
               negator         4           142         14      33              -19              47              0.297872           -0.082674
     intensified_scope        90           109          8      22              -14              30              0.266667           -0.088347
           intensifier        10            78          6      14               -8              20              0.300000           -0.096842
       contrast_marker         3           108         14      20               -6              34              0.411765           -0.008178
            diminisher         7            20          2       5               -3               7              0.285714           -0.078916
                phrase        24            49          5       7               -2              12              0.416667           -0.043570
         caps_emphasis         1            39          3       5               -2               8              0.375000           -0.054377
      diminished_scope        17            17          2       4               -2               6              0.333333           -0.070446
     concessive_marker         3            17          3       3                0               6              0.500000            0.035681
   negation_dependency        12            12          2       2                0               4              0.500000           -0.036827
intensified_dependency         1             1          0       0                0               0                   NaN           -0.143766
